98,957
37,803
74,113
6,231
36,634
2,497
106,617
26,136
72,720
37,177
40,315
110,46
1,824
77,980
16,436
38,667
41,529
90,505
51,39
10,69
38,402
103,58
60,934
58,132
50,109
75,982
42,134
59,9
80,62
105,189
4,730
84,387
65,889
8,524
51,161
110,418
78,611
35,471
40,875
111,849
58,870
92,945
64,133
81,707
15,494
62,276
85,318
81,424
100,233
45,581
106,865
105,162
103,631
67,737
22,707
6,718
21,520
48,974
4,884
16,734
7,735
77,430
8,492
110,252
13,639
30,906
111,776
14,141
100,865
53,537
2,807
5,616
69,48
25,190
88,559
15,946
7,78
69,209
30,376
19,487
34,389
45,770
84,273
109,938
8,831
111,737
104,336
45,708
84,635
73,749
18,934
94,878
57,806
90,549
35,982
99,679
21,612
42,331
54,915
10,306
33,538
111,716
37,45
21,297
67,299
102,989
9,560
76,468
102,366
99,914
86,431
29,312
57,160
12,207
83,827
51,447
79,930
14,556
88,392
19,84
14,384
108,760
90,990
108,308
89,208
65,634
75,456
41,906
63,292
86,802
60,618
110,949
100,63
19,954
44,491
6,367
90,312
68,606
101,282
53,490
39,299
69,140
85,151
58,639
89,948
41,944
81,242
2,730
2,818
96,865
97,884
68,841
44,221
53,160
64,968
90,178
47,8
11,451
62,449
63,786
40,793
96,176
33,928
110,150
47,218
107,893
27,855
19,159
42,452
41,623
26,249
22,198
64,569
55,268
108,739
91,199
62,589
41,21
109,209
54,415
5,681
35,640
10,201
109,314
37,215
3,884
47,740
4,465
56,670
60,973
31,629
42,909
24,688
63,381
64,270
61,780
7,70
91,118
83,859
94,285
55,939
96,873
67,384
68,478
48,938
19,530
49,768
97,444
104,935
80,581
51,218
50,137
80,944
56,276
61,457
92,339
61,94
84,367
102,56
4,415
19,698
91,295
41,30
76,305
47,251
99,732
65,343
85,603
54,250
107,141
45,890
6,439
30,208
16,228
97,762
27,264
22,228
51,735
38,559
17,814
91,971
50,158
90,524
84,922
96,1
97,577
96,70
76,506
17,296
41,413
81,104
78,585
41,943
15,662
43,100
27,587
3,85
62,948
41,870
95,662
44,703
111,734
3,939
85,190
2,929
34,521
80,112
60,361
110,769
50,509
104,297
21,551
94,595
46,70
106,305
91,98
23,764
100,642
51,197
76,706
33,51
37,982
17,38
47,114
20,341
73,777
111,425
65,457
60,348
77,670
58,540
55,345
4,709
105,466
97,889
39,990
43,758
88,397
49,748
14,507
96,908
41,17
101,790
86,213
32,333
84,576
14,545
92,319
57,811
38,162
62,855
98,227
59,730
61,461
8,818
43,523
37,458
36,625
53,258
72,887
110,545
42,924
77,511
89,120
6,719
83,990
75,54
100,440
50,733
34,702
46,207
69,845
106,289
39,893
24,947
78,258
20,435
98,162
81,686
90,64
71,400
58,33
94,569
25,543
50,694
37,490
14,784
71,3
79,520
59,666
19,699
4,9
60,263
70,518
3,177
76,631
13,204
30,160
10,958
45,91
23,685
98,795
62,402
10,463
34,679
19,815
20,311
111,583
77,671
21,742
65,61
47,22
84,312
71,339
107,936
30,583
25,88
101,938
6,137
26,882
3,41
73,812
2,534
102,427
26,992
60,646
86,823
37,344
7,23
19,812
60,411
2,891
110,376
97,355
112,95
7,436
90,424
48,703
76,234
1,753
104,63
69,629
59,48
35,538
80,492
27,499
12,412
99,456
13,611
38,675
38,457
40,330
42,815
23,448
31,300
11,359
112,475
12,178
37,482
83,482
78,993
82,502
96,754
13,697
79,315
69,134
73,165
1,830
80,875
2,207
94,245
24,680
33,322
87,803
60,379
26,716
60,779
70,318
62,743
49,666
57,908
58,409
101,976
30,241
23,29
5,284
36,551
88,749
59,963
59,275
4,872
95,254
38,517
44,622
3,730
76,323
55,817
64,885
84,967
47,688
98,133
29,139
11,548
47,233
58,577
39,484
33,113
40,538
58,156
62,876
19,776
63,268
48,990
6,548
43,117
42,934
105,909
60,710
105,467
106,887
66,720
62,530
53,25
30,629
62,201
91,202
37,879
71,858
75,312
42,613
39,830
9,562
38,118
15,376
32,150
60,460
15,144
22,612
7,609
79,208
29,209
77,387
33,410
15,840
19,987
73,906
65,215
103,979
92,45
33,986
80,773
85,47
83,528
72,31
2,880
33,408
89,41
111,310
1,972
50,113
61,663
63,521
96,903
55,716
37,334
71,560
106,829
61,653
49,139
32,815
67,830
47,263
67,314
108,492
106,16
94,326
94,773
29,830
22,606
54,274
42,749
109,622
49,99
54,301
17,200
25,358
14,547
105,293
79,626
98,605
46,696
14,905
84,183
8,104
39,566
36,525
111,408
20,619
1,657
35,750
106,839
13,273
9,898
37,979
1,325
8,682
60,564
71,264
101,919
93,291
3,251
1,181
104,740
39,183
22,395
95,901
20,634
103,981
93,238
85,557
44,548
109,296
99,770
79,761
104,300
60,714
1,950
83,457
21,539
86,762
89,199
33,214
87,754
12,673
93,604
31,763
39,533
82,772
1,314
101,172
6,48
102,307
80,954
32,681
86,609
77,307
18,809
38,320
41,896
100,876
107,813
56,854
87,249
71,932
12,558
106,580
35,10
22,332
17,980
28,529
25,90
31,577
69,773
87,130
6,46
44,966
14,264
78,654
81,794
111,553
31,44
12,889
90,126
35,445
60,335
52,732
43,630
107,145
99,44
55,319
10,801
60,999
83,60
67,220
21,229
58,280
64,543
93,269
51,58
40,964
96,965
72,147
34,30
13,412
109,754
5,728
11,770
13,138
7,738
56,36
8,544
91,493
80,890
11,788
71,121
21,273
79,585
103,241
103,207
19,357
109,40
55,115
98,658
54,445
7,255
94,434
53,35
14,838
2,689
28,662
11,17
13,827
5,729
99,566
29,905
104,145
38,407
105,693
96,681
22,541
48,504
111,252
109,399
48,795
65,669
15,261
52,272
59,17
44,523
79,803
75,134
88,172
105,958
91,61
66,595
44,826
5,389
108,334
80,211
29,682
95,458
44,800
110,289
20,514
112,432
97,119
62,977
103,170
32,715
76,787
15,893
12,525
33,411
14,1
46,119
95,913
22,339
50,569
44,462
45,686
8,799
90,124
41,987
80,355
8,142
74,58
60,508
94,557
18,869
70,570
111,59
43,520
95,845
36,397
40,120
108,69
29,365
99,472
26,671
35,97
103,855
20,293
22,125
15,246
52,31
104,752
94,689
17,14
76,218
39,166
4,679
28,612
57,143
56,115
80,575
29,364
30,163
21,488
84,607
73,605
68,205
35,831
60,638
28,968
101,598
62,538
38,298
36,700
98,302
36,192
47,566
11,560
63,291
8,87
104,594
22,511
30,171
85,171
3,500
66,938
64,706
87,345
21,538
22,642
65,746
94,66
68,162
86,236
97,520
48,683
73,92
69,334
70,80
28,831
20,151
57,791
17,790
23,796
108,110
9,572
85,442
52,77
88,82
40,353
39,95
76,769
29,519
68,791
57,219
84,144
50,718
95,34
65,752
45,949
110,125
46,94
55,470
73,404
8,304
65,347
44,580
93,385
110,242
11,578
66,420
32,434
9,588
87,329
95,862
5,471
95,763
72,779
3,287
101,538
81,681
92,551
54,843
67,406
12,838
72,195
45,629
95,467
24,515
50,638
106,677
104,748
51,339
25,196
50,620
97,254
15,131
89,759
51,578
96,216
9,575
12,709
46,285
91,386
98,866
70,627
107,104
53,29
74,33
23,380
84,563
91,177
27,123
67,196
70,173
90,194
28,885
110,640
105,747
76,932
51,297
74,416
98,485
40,696
103,14
42,760
92,347
74,449
105,948
89,401
54,763
65,363
91,492
63,9
102,984
63,721
53,177
35,917
74,535
67,856
36,818
40,80
14,513
77,990
7,856
6,412
74,59
56,130
107,796
7,512
52,15
31,922
9,67
47,510
85,829
74,294
58,350
96,440
93,142
60,949
56,311
22,650
43,714
85,671
4,643
12,307
37,562
63,225
71,857
66,219
30,949
67,626
38,823
108,913
49,150
66,722
60,301
69,869
30,496
40,959
100,187
42,562
103,44
21,176
93,534
87,7
78,536
12,242
3,60
71,244
80,793
31,631
29,46
18,49
11,834
27,116
98,118
3,318
55,326
54,625
42,220
67,751
108,388
11,445
78,168
21,920
58,848
85,340
54,917
66,888
81,21
59,591
59,123
60,181
31,542
81,895
110,564
43,344
28,453
80,725
35,671
10,177
102,477
58,898
78,299
79,196
53,990
9,458
49,749
4,342
31,824
58,97
24,86
85,499
62,508
97,378
110,711
58,85
100,350
92,538
76,308
24,532
46,122
1,566
100,608
101,32
85,478
60,774
102,184
13,602
67,438
4,135
74,800
14,246
99,8
57,433
91,883
73,936
78,512
41,86
108,184
55,254
70,529
19,968
59,87
103,691
46,582
89,827
85,16
53,801
13,245
52,788
95,689
28,821
87,712
42,805
86,105
47,948
84,334
95,257
52,514
83,811
29,379
61,738
62,422
72,494
19,276
111,532
55,244
49,235
85,217
75,261
5,582
109,935
81,777
46,48
53,345
33,484
41,753
11,7
7,539
46,855
66,256
81,933
97,155
111,887
45,294
62,819
72,155
25,517
29,849
1,854
99,307
76,686
94,204
17,55
37,608
53,302
22,106
109,573
13,527
82,558
100,50
85,744
93,223
62,923
25,76
101,998
84,318
48,839
19,790
45,428
110,904
88,431
13,828
60,695
25,377
22,368
55,875
82,368
102,596
89,878
46,190
26,634
76,68
4,552
105,45
20,352
77,10
16,724
15,88
41,326
22,81
45,713
16,691
86,259
53,834
13,655
42,348
86,323
8,60
75,363
45,413
6,822
68,82
45,549
51,453
45,841
92,610
73,845
18,292
7,647
108,406
7,317
29,719
4,641
52,800
27,667
105,992
44,754
91,181
17,616
100,496
81,227
70,455
34,972
29,332
11,144
38,326
103,664
92,12
54,668
46,37
39,279
57,935
23,160
43,913
7,159
24,319
110,237
21,945
29,710
15,769
111,297
49,309
68,828
15,826
7,546
39,653
52,852
9,181
48,533
87,530
100,934
92,34
17,533
90,452
19,729
11,952
27,3
5,510
14,579
99,236
26,573
43,516
99,748
51,931
79,795
104,471
6,939
55,811
91,577
110,330
81,998
63,738
69,445
82,983
51,369
31,860
83,884
4,570
30,520
18,250
7,821
17,958
86,833
88,187
65,821
81,82
81,714
10,274
96,30
28,9
94,790
95,635
110,401
73,692
25,189
30,347
66,541
63,547
38,615
101,216
54,200
63,402
36,934
33,464
1,235
71,669
83,280
33,800
44,204
42,953
22,554
60,760
16,940
108,346
61,366
13,864
25,740
2,978
54,796
59,96
2,308
47,40
66,173
35,641
1,479
22,617
85,812
32,281
40,937
7,92
1,502
1,926
1,594
33,719
85,207
73,191
23,910
49,945
74,841
76,447
77,808
40,24
48,437
64,525
94,413
63,632
108,23
13,438
11,188
13,750
106,488
31,692
72,452
105,511
65,205
17,609
106,332
42,370
12,495
36,172
39,461
96,956
58,995
2,733
90,616
42,358
97,428
25,625
104,289
47,768
14,745
24,867
56,924
81,34
98,930
7,872
33,6
48,992
3,805
36,230
54,173
91,921
4,665
39,569
29,976
85,965
12,660
91,681
48,624
98,987
79,586
101,632
78,458
81,813
98,572
41,125
24,264
91,485
73,234
76,14
27,854
55,10
43,322
3,593
73,103
8,119
90,340
98,687
68,229
18,209
76,212
1,689
11,973
79,752
66,968
30,561
72,607
31,729
67,525
29,870
35,809
108,609
3,556
56,682
20,741
31,644
9,602
93,225
103,481
29,32
75,147
104,875
63,161
11,554
51,327
35,367
22,583
25,845
73,619
4,765
99,400
82,68
84,471
77,482
1,910
92,332
64,164
109,875
14,544
16,459
50,852
81,361
10,615
88,382
77,317
16,143
63,150
89,29
77,124
98,798
28,296
83,642
40,802
56,438
109,201
27,427
108,246
12,393
2,39
92,43
51,591
25,307
90,514
91,357
13,820
51,496
105,661
21,550
104,188
90,24
27,809
15,318
103,394
107,431
78,718
70,574
22,912
6,981
51,176
26,327
90,829
96,482
43,986
